previous,current,gap_minutes,previous_date,current_date,previous_year,current_year,previous_month,current_month,previous_weekday,current_weekday,previous_minute,current_minute,previous_open,previous_high,previous_low,previous_close,current_open,current_high,current_low,current_close,family_id,previous_clock,current_clock,anchor_previous_clock,anchor_current_clock,previous_clock_shift_minutes,current_clock_shift_minutes
2023-01-12 21:57:00,2023-01-12 23:01:00,64.0,2023-01-12,2023-01-12,2023,2023,1,1,Thursday,Thursday,1317,1381,1896.873,1896.98,1896.78,1896.88,1895.701,1895.731,1895.492,1895.692,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-17 21:57:00,2023-01-17 23:01:00,64.0,2023-01-17,2023-01-17,2023,2023,1,1,Tuesday,Tuesday,1317,1381,1908.639,1908.725,1908.445,1908.556,1908.192,1908.276,1907.952,1907.964,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-18 21:57:00,2023-01-18 23:01:00,64.0,2023-01-18,2023-01-18,2023,2023,1,1,Wednesday,Wednesday,1317,1381,1903.996,1904.146,1903.952,1904.111,1903.962,1903.964,1903.453,1903.462,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-19 21:57:00,2023-01-19 23:01:00,64.0,2023-01-19,2023-01-19,2023,2023,1,1,Thursday,Thursday,1317,1381,1932.18,1932.359,1932.009,1932.156,1931.615,1931.786,1931.353,1931.629,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-23 21:57:00,2023-01-23 23:01:00,64.0,2023-01-23,2023-01-23,2023,2023,1,1,Monday,Monday,1317,1381,1931.206,1931.271,1931.171,1931.264,1930.862,1931.132,1930.862,1930.952,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-24 21:57:00,2023-01-24 23:01:00,64.0,2023-01-24,2023-01-24,2023,2023,1,1,Tuesday,Tuesday,1317,1381,1937.275,1937.326,1937.262,1937.322,1937.022,1937.064,1936.991,1937.01,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-25 21:57:00,2023-01-25 23:01:00,64.0,2023-01-25,2023-01-25,2023,2023,1,1,Wednesday,Wednesday,1317,1381,1946.366,1946.402,1945.902,1946.163,1946.444,1946.737,1946.068,1946.386,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-26 21:57:00,2023-01-26 23:01:00,64.0,2023-01-26,2023-01-26,2023,2023,1,1,Thursday,Thursday,1317,1381,1928.851,1929.289,1928.851,1929.289,1928.269,1928.649,1928.269,1928.622,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-30 21:57:00,2023-01-30 23:01:00,64.0,2023-01-30,2023-01-30,2023,2023,1,1,Monday,Monday,1317,1381,1923.048,1923.344,1923.021,1923.344,1922.963,1922.963,1922.566,1922.703,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-01-31 21:57:00,2023-01-31 23:01:00,64.0,2023-01-31,2023-01-31,2023,2023,1,1,Tuesday,Tuesday,1317,1381,1927.987,1928.168,1927.917,1928.119,1927.971,1927.985,1927.396,1927.757,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-01 21:57:00,2023-02-01 23:01:00,64.0,2023-02-01,2023-02-01,2023,2023,2,2,Wednesday,Wednesday,1317,1381,1950.181,1950.181,1949.914,1950.071,1951.437,1952.164,1951.418,1952.02,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-02 21:57:00,2023-02-02 23:01:00,64.0,2023-02-02,2023-02-02,2023,2023,2,2,Thursday,Thursday,1317,1381,1912.651,1912.735,1912.59,1912.648,1911.939,1912.185,1911.792,1912.003,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-06 21:57:00,2023-02-06 23:01:00,64.0,2023-02-06,2023-02-06,2023,2023,2,2,Monday,Monday,1317,1381,1867.731,1867.763,1867.407,1867.671,1867.493,1867.674,1867.493,1867.632,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-07 21:57:00,2023-02-07 23:01:00,64.0,2023-02-07,2023-02-07,2023,2023,2,2,Tuesday,Tuesday,1317,1381,1867.598,1871.73,1867.282,1871.548,1873.878,1873.948,1873.295,1873.377,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-08 21:57:00,2023-02-08 23:01:00,64.0,2023-02-08,2023-02-08,2023,2023,2,2,Wednesday,Wednesday,1317,1381,1875.527,1875.648,1875.518,1875.648,1875.115,1875.29,1875.067,1875.109,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-09 21:57:00,2023-02-09 23:01:00,64.0,2023-02-09,2023-02-09,2023,2023,2,2,Thursday,Thursday,1317,1381,1861.157,1861.616,1861.157,1861.599,1862.819,1863.115,1862.71,1863.004,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-13 21:57:00,2023-02-13 23:01:00,64.0,2023-02-13,2023-02-13,2023,2023,2,2,Monday,Monday,1317,1381,1853.805,1853.806,1853.485,1853.485,1853.627,1853.737,1853.571,1853.635,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-14 21:57:00,2023-02-14 23:01:00,64.0,2023-02-14,2023-02-14,2023,2023,2,2,Tuesday,Tuesday,1317,1381,1854.266,1854.445,1854.266,1854.342,1853.929,1854.005,1853.534,1853.787,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-15 21:57:00,2023-02-15 23:01:00,64.0,2023-02-15,2023-02-15,2023,2023,2,2,Wednesday,Wednesday,1317,1381,1836.325,1836.325,1835.999,1835.999,1836.284,1836.359,1836.079,1836.359,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-16 21:57:00,2023-02-16 23:01:00,64.0,2023-02-16,2023-02-16,2023,2023,2,2,Thursday,Thursday,1317,1381,1836.558,1836.575,1836.431,1836.515,1836.391,1836.619,1836.247,1836.481,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-21 21:57:00,2023-02-21 23:01:00,64.0,2023-02-21,2023-02-21,2023,2023,2,2,Tuesday,Tuesday,1317,1381,1834.938,1834.968,1834.778,1834.786,1834.699,1834.741,1834.35,1834.624,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-22 21:57:00,2023-02-22 23:01:00,64.0,2023-02-22,2023-02-22,2023,2023,2,2,Wednesday,Wednesday,1317,1381,1825.392,1825.399,1825.223,1825.236,1825.723,1825.723,1825.131,1825.275,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-23 21:57:00,2023-02-23 23:01:00,64.0,2023-02-23,2023-02-23,2023,2023,2,2,Thursday,Thursday,1317,1381,1822.371,1822.402,1822.243,1822.243,1822.434,1822.561,1822.332,1822.554,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-27 21:57:00,2023-02-27 23:01:00,64.0,2023-02-27,2023-02-27,2023,2023,2,2,Monday,Monday,1317,1381,1816.972,1817.117,1816.936,1817.116,1817.125,1817.241,1817.089,1817.215,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-02-28 21:57:00,2023-02-28 23:01:00,64.0,2023-02-28,2023-02-28,2023,2023,2,2,Tuesday,Tuesday,1317,1381,1826.875,1826.881,1826.477,1826.477,1826.576,1826.897,1826.472,1826.897,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-01 21:57:00,2023-03-01 23:01:00,64.0,2023-03-01,2023-03-01,2023,2023,3,3,Wednesday,Wednesday,1317,1381,1836.703,1836.736,1836.57,1836.57,1837.118,1837.24,1836.983,1837.098,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-02 21:57:00,2023-03-02 23:01:00,64.0,2023-03-02,2023-03-02,2023,2023,3,3,Thursday,Thursday,1317,1381,1835.905,1836.067,1835.856,1835.893,1836.186,1836.191,1836.059,1836.101,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-06 21:57:00,2023-03-06 23:01:00,64.0,2023-03-06,2023-03-06,2023,2023,3,3,Monday,Monday,1317,1381,1846.993,1847.081,1846.811,1846.811,1846.367,1846.407,1845.931,1845.931,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-07 21:57:00,2023-03-07 23:01:00,64.0,2023-03-07,2023-03-07,2023,2023,3,3,Tuesday,Tuesday,1317,1381,1813.462,1813.6,1813.244,1813.283,1813.901,1813.901,1813.57,1813.771,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-08 21:57:00,2023-03-08 23:01:00,64.0,2023-03-08,2023-03-08,2023,2023,3,3,Wednesday,Wednesday,1317,1381,1813.703,1813.736,1813.645,1813.671,1814.105,1814.198,1814.095,1814.142,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-09 21:57:00,2023-03-09 23:01:00,64.0,2023-03-09,2023-03-09,2023,2023,3,3,Thursday,Thursday,1317,1381,1830.824,1830.917,1830.746,1830.847,1831.341,1831.381,1831.029,1831.198,P33_C39_D64,21:57,23:01,21:57,23:01,0,0
2023-03-13 20:57:00,2023-03-13 22:01:00,64.0,2023-03-13,2023-03-13,2023,2023,3,3,Monday,Monday,1257,1321,1913.461,1913.476,1913.294,1913.409,1913.563,1913.651,1912.355,1912.355,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-14 20:57:00,2023-03-14 22:01:00,64.0,2023-03-14,2023-03-14,2023,2023,3,3,Tuesday,Tuesday,1257,1321,1903.828,1903.892,1903.56,1903.801,1904.265,1904.265,1903.929,1904.105,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-16 20:57:00,2023-03-16 22:01:00,64.0,2023-03-16,2023-03-16,2023,2023,3,3,Thursday,Thursday,1257,1321,1919.264,1919.291,1919.127,1919.228,1919.406,1919.705,1919.393,1919.697,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-20 20:57:00,2023-03-20 22:01:00,64.0,2023-03-20,2023-03-20,2023,2023,3,3,Monday,Monday,1257,1321,1978.83,1978.871,1978.574,1978.836,1978.876,1979.063,1978.846,1978.99,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-21 20:57:00,2023-03-21 22:01:00,64.0,2023-03-21,2023-03-21,2023,2023,3,3,Tuesday,Tuesday,1257,1321,1940.251,1940.603,1940.243,1940.457,1939.72,1939.835,1939.315,1939.315,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-22 20:57:00,2023-03-22 22:01:00,64.0,2023-03-22,2023-03-22,2023,2023,3,3,Wednesday,Wednesday,1257,1321,1969.257,1969.644,1969.224,1969.644,1969.647,1969.647,1968.738,1968.763,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-23 20:57:00,2023-03-23 22:01:00,64.0,2023-03-23,2023-03-23,2023,2023,3,3,Thursday,Thursday,1257,1321,1992.959,1993.324,1992.836,1993.23,1993.767,1993.864,1993.629,1993.641,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-27 20:57:00,2023-03-27 22:01:00,64.0,2023-03-27,2023-03-27,2023,2023,3,3,Monday,Monday,1257,1321,1956.105,1956.428,1956.105,1956.298,1956.602,1956.888,1956.56,1956.778,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-28 20:57:00,2023-03-28 22:01:00,64.0,2023-03-28,2023-03-28,2023,2023,3,3,Tuesday,Tuesday,1257,1321,1973.941,1973.981,1973.751,1973.798,1973.607,1973.607,1973.204,1973.269,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-29 20:57:00,2023-03-29 22:01:00,64.0,2023-03-29,2023-03-29,2023,2023,3,3,Wednesday,Wednesday,1257,1321,1964.297,1964.588,1964.293,1964.587,1963.322,1963.367,1963.071,1963.288,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-03-30 20:57:00,2023-03-30 22:01:00,64.0,2023-03-30,2023-03-30,2023,2023,3,3,Thursday,Thursday,1257,1321,1980.424,1980.481,1980.306,1980.337,1980.306,1980.306,1980.114,1980.156,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-03 20:57:00,2023-04-03 22:01:00,64.0,2023-04-03,2023-04-03,2023,2023,4,4,Monday,Monday,1257,1321,1984.069,1984.274,1984.069,1984.23,1984.204,1984.929,1984.204,1984.888,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-04 20:57:00,2023-04-04 22:01:00,64.0,2023-04-04,2023-04-04,2023,2023,4,4,Tuesday,Tuesday,1257,1321,2020.302,2020.365,2020.098,2020.352,2021.05,2021.558,2021.05,2021.439,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-05 20:57:00,2023-04-05 22:01:00,64.0,2023-04-05,2023-04-05,2023,2023,4,4,Wednesday,Wednesday,1257,1321,2020.203,2020.445,2020.109,2020.444,2020.709,2021.031,2020.588,2020.892,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-10 20:57:00,2023-04-10 22:01:00,64.0,2023-04-10,2023-04-10,2023,2023,4,4,Monday,Monday,1257,1321,1991.257,1991.289,1991.245,1991.288,1991.293,1991.442,1991.21,1991.243,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-11 20:57:00,2023-04-11 22:01:00,64.0,2023-04-11,2023-04-11,2023,2023,4,4,Tuesday,Tuesday,1257,1321,2003.538,2003.538,2003.44,2003.53,2003.221,2003.373,2003.221,2003.245,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-12 20:57:00,2023-04-12 22:01:00,64.0,2023-04-12,2023-04-12,2023,2023,4,4,Wednesday,Wednesday,1257,1321,2014.78,2014.859,2014.718,2014.814,2014.43,2014.524,2014.219,2014.439,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-13 20:57:00,2023-04-13 22:01:00,64.0,2023-04-13,2023-04-13,2023,2023,4,4,Thursday,Thursday,1257,1321,2040.418,2040.502,2040.399,2040.487,2040.524,2040.727,2040.138,2040.252,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-17 20:57:00,2023-04-17 22:01:00,64.0,2023-04-17,2023-04-17,2023,2023,4,4,Monday,Monday,1257,1321,1995.072,1995.131,1994.9,1994.914,1995.029,1995.029,1994.666,1994.672,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-18 20:57:00,2023-04-18 22:01:00,64.0,2023-04-18,2023-04-18,2023,2023,4,4,Tuesday,Tuesday,1257,1321,2004.923,2005.155,2004.923,2004.974,2005.033,2005.206,2005.033,2005.151,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-19 20:57:00,2023-04-19 22:01:00,64.0,2023-04-19,2023-04-19,2023,2023,4,4,Wednesday,Wednesday,1257,1321,1994.675,1994.678,1994.606,1994.641,1994.577,1994.592,1994.397,1994.592,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-20 20:57:00,2023-04-20 22:01:00,64.0,2023-04-20,2023-04-20,2023,2023,4,4,Thursday,Thursday,1257,1321,2004.668,2004.668,2004.496,2004.501,2004.236,2004.281,2004.097,2004.2,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-24 20:57:00,2023-04-24 22:01:00,64.0,2023-04-24,2023-04-24,2023,2023,4,4,Monday,Monday,1257,1321,1988.986,1989.085,1988.951,1989.085,1989.021,1989.052,1988.804,1989.052,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-25 20:57:00,2023-04-25 22:01:00,64.0,2023-04-25,2023-04-25,2023,2023,4,4,Tuesday,Tuesday,1257,1321,1996.794,1996.986,1996.784,1996.962,1996.169,1996.506,1996.026,1996.503,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-26 20:57:00,2023-04-26 22:01:00,64.0,2023-04-26,2023-04-26,2023,2023,4,4,Wednesday,Wednesday,1257,1321,1989.079,1989.177,1989.013,1989.129,1989.763,1989.763,1989.466,1989.585,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-04-27 20:57:00,2023-04-27 22:01:00,64.0,2023-04-27,2023-04-27,2023,2023,4,4,Thursday,Thursday,1257,1321,1987.831,1987.837,1987.666,1987.675,1987.601,1987.601,1987.381,1987.436,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-01 20:57:00,2023-05-01 22:01:00,64.0,2023-05-01,2023-05-01,2023,2023,5,5,Monday,Monday,1257,1321,1982.221,1982.542,1982.203,1982.407,1982.15,1982.262,1982.111,1982.157,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-02 20:57:00,2023-05-02 22:01:00,64.0,2023-05-02,2023-05-02,2023,2023,5,5,Tuesday,Tuesday,1257,1321,2016.279,2016.456,2016.264,2016.373,2015.969,2016.12,2015.948,2015.971,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-03 20:57:00,2023-05-03 22:01:00,64.0,2023-05-03,2023-05-03,2023,2023,5,5,Wednesday,Wednesday,1257,1321,2039.931,2040.405,2039.248,2039.418,2061.996,2079.817,2059.856,2071.105,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-04 20:57:00,2023-05-04 22:01:00,64.0,2023-05-04,2023-05-04,2023,2023,5,5,Thursday,Thursday,1257,1321,2050.214,2050.246,2049.892,2050.05,2049.45,2049.764,2048.723,2048.759,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-08 20:57:00,2023-05-08 22:01:00,64.0,2023-05-08,2023-05-08,2023,2023,5,5,Monday,Monday,1257,1321,2021.187,2021.274,2021.067,2021.27,2020.96,2021.102,2020.96,2021.046,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-09 20:57:00,2023-05-09 22:01:00,64.0,2023-05-09,2023-05-09,2023,2023,5,5,Tuesday,Tuesday,1257,1321,2034.424,2034.458,2034.342,2034.458,2034.477,2034.512,2034.4,2034.498,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-10 20:57:00,2023-05-10 22:01:00,64.0,2023-05-10,2023-05-10,2023,2023,5,5,Wednesday,Wednesday,1257,1321,2029.838,2029.994,2029.614,2029.623,2029.678,2029.851,2029.652,2029.813,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-11 20:57:00,2023-05-11 22:01:00,64.0,2023-05-11,2023-05-11,2023,2023,5,5,Thursday,Thursday,1257,1321,2014.936,2014.936,2014.815,2014.923,2014.888,2014.95,2014.846,2014.927,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-15 20:57:00,2023-05-15 22:01:00,64.0,2023-05-15,2023-05-15,2023,2023,5,5,Monday,Monday,1257,1321,2016.105,2016.3,2016.091,2016.216,2016.17,2016.428,2016.04,2016.395,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-16 20:57:00,2023-05-16 22:01:00,64.0,2023-05-16,2023-05-16,2023,2023,5,5,Tuesday,Tuesday,1257,1321,1988.926,1988.926,1988.713,1988.713,1988.753,1989.033,1988.718,1989.021,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-17 20:57:00,2023-05-17 22:01:00,64.0,2023-05-17,2023-05-17,2023,2023,5,5,Wednesday,Wednesday,1257,1321,1981.872,1982.096,1981.864,1981.959,1980.909,1981.277,1980.909,1981.167,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-18 20:57:00,2023-05-18 22:01:00,64.0,2023-05-18,2023-05-18,2023,2023,5,5,Thursday,Thursday,1257,1321,1957.524,1957.617,1957.453,1957.583,1958.059,1958.221,1957.856,1958.221,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-22 20:57:00,2023-05-22 22:01:00,64.0,2023-05-22,2023-05-22,2023,2023,5,5,Monday,Monday,1257,1321,1971.661,1971.661,1971.565,1971.583,1971.865,1972.154,1971.865,1971.936,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-23 20:57:00,2023-05-23 22:01:00,64.0,2023-05-23,2023-05-23,2023,2023,5,5,Tuesday,Tuesday,1257,1321,1975.229,1975.229,1975.034,1975.051,1974.591,1975.092,1974.587,1975.092,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-24 20:57:00,2023-05-24 22:01:00,64.0,2023-05-24,2023-05-24,2023,2023,5,5,Wednesday,Wednesday,1257,1321,1957.196,1957.25,1957.09,1957.211,1957.931,1958.378,1957.931,1958.305,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-25 20:57:00,2023-05-25 22:01:00,64.0,2023-05-25,2023-05-25,2023,2023,5,5,Thursday,Thursday,1257,1321,1940.406,1940.59,1940.297,1940.523,1940.636,1941.226,1940.547,1941.226,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-29 23:58:00,2023-05-30 00:00:00,2.0,2023-05-29,2023-05-30,2023,2023,5,5,Monday,Tuesday,1438,0,1941.503,1941.712,1941.44,1941.683,1941.498,1941.836,1941.404,1941.571,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2023-05-30 20:57:00,2023-05-30 22:01:00,64.0,2023-05-30,2023-05-30,2023,2023,5,5,Tuesday,Tuesday,1257,1321,1959.51,1959.59,1959.359,1959.359,1958.994,1959.268,1958.902,1959.062,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-05-31 20:57:00,2023-05-31 22:01:00,64.0,2023-05-31,2023-05-31,2023,2023,5,5,Wednesday,Wednesday,1257,1321,1963.024,1963.024,1962.378,1962.501,1962.717,1963.005,1962.717,1962.995,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-01 20:57:00,2023-06-01 22:01:00,64.0,2023-06-01,2023-06-01,2023,2023,6,6,Thursday,Thursday,1257,1321,1977.497,1977.534,1977.436,1977.46,1977.115,1977.178,1976.852,1976.852,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-05 20:57:00,2023-06-05 22:01:00,64.0,2023-06-05,2023-06-05,2023,2023,6,6,Monday,Monday,1257,1321,1961.635,1961.834,1961.619,1961.728,1961.485,1961.502,1961.418,1961.502,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-06 20:57:00,2023-06-06 22:01:00,64.0,2023-06-06,2023-06-06,2023,2023,6,6,Tuesday,Tuesday,1257,1321,1963.072,1963.161,1963.071,1963.161,1963.594,1963.759,1963.594,1963.759,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-07 20:57:00,2023-06-07 22:01:00,64.0,2023-06-07,2023-06-07,2023,2023,6,6,Wednesday,Wednesday,1257,1321,1940.091,1940.099,1939.885,1939.96,1939.848,1940.272,1939.848,1940.272,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-08 20:57:00,2023-06-08 22:01:00,64.0,2023-06-08,2023-06-08,2023,2023,6,6,Thursday,Thursday,1257,1321,1965.316,1965.433,1965.316,1965.43,1965.692,1965.858,1965.692,1965.769,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-12 20:57:00,2023-06-12 22:01:00,64.0,2023-06-12,2023-06-12,2023,2023,6,6,Monday,Monday,1257,1321,1957.636,1957.641,1957.432,1957.444,1957.333,1957.337,1957.208,1957.208,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-13 20:57:00,2023-06-13 22:01:00,64.0,2023-06-13,2023-06-13,2023,2023,6,6,Tuesday,Tuesday,1257,1321,1943.321,1943.484,1943.28,1943.484,1943.244,1943.518,1943.202,1943.327,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2023-06-14 20:57:00,2023-06-14 22:01:00,64.0,2023-06-14,2023-06-14,2023,2023,6,6,Wednesday,Wednesday,1257,1321,1940.177,1941.195,1940.093,1941.195,1941.788,1942.097,1941.788,1942.013,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
